user_id,feature_1,feature_2,feature_3,feature_4,feature_5,target
U00000,-0.0923901773400654,0.7188898514371146,A,36.68217833569609,1,0
U00001,0.7342855718182069,0.12435833246150368,C,37.22835985547598,0,0
U00002,-1.438882025137984,0.036769688456246195,C,23.785779988812227,5,0
U00003,-0.6634220249431935,1.6579193841898403,A,38.08908654102075,3,0
U00004,-0.10072808829300164,-2.5069468142248446,A,67.8346573788268,4,0
U00005,2.146986573285621,-0.16841341923411077,A,47.61944213575941,4,0
U00006,1.393708086434868,1.7360446777819103,B,74.63641334788785,1,0
U00007,-0.2073711320618591,0.7321467764015476,A,74.74269926937893,5,0
U00008,0.76358728607377,-0.09880821296144987,C,23.902117189043004,6,0
U00009,0.2050536502590706,-0.1931414425701614,B,53.19550341730215,3,0
U00010,-1.0414961740454705,-1.060130660342578,C,2.3449821373621615,1,1
U00011,-0.8280760893682219,-0.4498972525237166,C,23.244174870486866,1,0
U00012,-1.0537956851227857,2.163745111803083,B,56.31345437809953,2,0
U00013,-0.08875866470155816,-0.39624980839729496,C,36.69802488389477,2,0
U00014,0.15819335462130032,-0.02774897585636225,A,20.792085001371984,5,0
U00015,-1.7893230472518888,-0.5880765151293817,B,17.073154719131544,3,0
U00016,1.0634817778402788,-0.8950148578120576,C,19.22851583476569,4,0
U00017,0.037120005088365535,1.4774836433169989,B,48.18553331291198,1,0
U00018,-0.16375793041290654,-0.6837821928336734,B,16.345702137823714,2,0
U00019,-0.32820756904280945,2.2837206129995464,A,34.331229322667255,7,0
U00020,1.5889765035000567,-1.5215746442495792,B,75.57461895298263,4,0
U00021,-0.18878301639751396,-0.8843980412247563,C,65.43629042812991,2,0
U00022,-0.1817229707189814,0.25824075754702275,A,46.799975300461064,4,0
U00023,0.7179002124106627,0.7654456371122061,A,76.42307628396487,0,0
U00024,-0.0007072508451907222,-0.4425810962545678,A,69.84779228865746,3,0
U00025,0.7821669662745457,0.040037284343936434,A,44.456224351212946,4,0
U00026,0.0869911211711735,0.357991029460334,C,65.45861262654581,3,0
U00027,0.06625556927225097,0.24842880705465492,B,87.54680501310129,2,1
U00028,1.2005649415573179,-0.5845855784739842,A,1.0550043519315655,3,0
U00029,-0.06166531132228107,0.9370499261198747,B,25.598425855395156,3,0
U00030,-0.9009063455442049,0.12425768801639604,A,35.01506227883587,1,0
U00031,-1.259248044002328,-1.4192934093098553,A,90.44850978485717,5,0
U00032,0.05663286486438106,-0.15185234557286292,C,58.50206254031774,6,0
U00033,-0.9662186159054054,0.7238813289389471,A,51.32325385493686,3,1
U00034,0.748555548637642,-0.5684933166164441,B,50.28310689504521,4,0
U00035,0.2781863888490101,-0.7168110524040583,B,73.58813781990928,4,1
U00036,-0.3107561510458717,1.2505720874597042,A,24.946024371713204,2,0
U00037,-0.6539049867266163,1.5628353104758725,B,89.50253491450532,0,0
U00038,-0.07294798302830618,1.0817677989215306,C,96.87458634074306,3,0
U00039,0.5919375342722815,-0.10388256273037991,C,34.984327261199525,4,0
U00040,0.8576039742639423,0.13203525649192796,C,82.20030967175198,4,0
U00041,-1.1941784058188503,0.8807072971605491,B,43.074058441862086,1,0
U00042,1.901540732469318,-0.366279181016578,A,8.919519583017621,4,1
U00043,-0.6451840497609937,-1.9471122825487945,B,23.239881858143473,4,1
U00044,-1.1821966824736394,2.066717400930921,A,47.25288823769923,2,0
U00045,1.552205077068221,-0.6084365750072868,A,8.812404587648748,4,0
U00046,1.2163215349729022,0.07459254362520568,A,37.5608170272663,6,0
U00047,0.9363371804740966,-0.1690496565665844,A,30.15774940186774,2,0
U00048,-0.6755505090190843,0.291246571852807,C,1.3175655976363387,3,1
U00049,1.0693202966521997,-0.3776654869068728,B,0.7467803235337689,4,0
U00050,-0.1097420180616874,1.5390371114871184,B,35.85356688880058,1,0
U00051,-1.3932357291356519,-0.8160597855958938,B,1.9598561338777354,2,0
U00052,-0.6715004694911352,-0.5918705019452103,C,49.31061734027287,2,0
U00053,-1.262074890425811,0.5196792312973737,C,71.5134938214067,4,0
U00054,0.9021389104878906,-0.6942149670259881,B,8.622064887940727,0,0
U00055,1.1736139681006397,0.8724875309979285,C,3.756677772988992,3,0
U00056,-1.0392911420668112,-2.4116980980667795,B,68.45849898434514,5,1
U00057,-0.15642780438147832,1.467659650809983,C,93.52918576926818,2,0
U00058,0.39459629479680053,0.5471841039605786,B,34.521354702495785,3,0
U00059,-1.1662744462902728,-1.280495247584173,B,21.835485770873998,5,0
U00060,0.9370628652744759,0.8998355148175867,A,18.087623260799223,4,0
U00061,-1.004616341120693,0.13896725773348464,B,39.37087880730409,2,0
U00062,-1.3907691097183095,-0.21439151007674073,A,7.610981968211005,3,0
U00063,-0.8462700209824422,1.742316194775226,C,54.61209781066049,3,0
U00064,-0.3720826766359413,-1.1634767173744167,B,92.29918008358746,1,0
U00065,-0.8595075339428448,-0.8159564335220396,A,54.11741793076787,5,0
U00066,1.2059987010907725,-1.159934662604819,A,71.76829282661717,3,1
U00067,0.0018890809911902618,-1.2778098038686303,A,85.3338743923764,2,0
U00068,-1.4277282849604525,1.1296429679282578,B,31.934136587802698,3,0
U00069,0.3432904108162747,-1.7105489455547787,A,36.98592076492957,1,1
U00070,-1.434269939138933,0.030849532242499693,C,93.5084843152779,4,1
U00071,1.5307724939745744,-2.2641884150228013,C,26.037262469264444,4,1
U00072,-1.2020513909211472,0.7984483098269854,C,22.135965952012793,0,0
U00073,-0.44551097617660923,-0.9788332864955752,A,56.37143293656079,4,0
U00074,0.1915272073330296,-0.9982683362360565,A,88.09845783419382,5,0
U00075,-0.7783831380384341,1.1663854702627046,A,10.88625049200973,5,0
U00076,-0.9853374874111669,0.6449358289544221,A,97.74618884408278,0,1
U00077,0.25274976364112883,-0.16343499312328408,C,32.944289254170414,3,0
U00078,-1.5611187548049383,-1.344806383606132,B,66.76158822792748,1,0
U00079,1.0402535291695085,0.34901662677094786,C,70.34608081098669,5,1
U00080,-1.292581713417423,0.9614311954516751,B,5.379849986703855,1,0
U00081,-1.255382814092879,-1.624685454368363,C,24.357547327175055,1,0
U00082,-0.14481213077285196,0.7427753581969695,C,12.474057844692776,2,1
U00083,-2.211669195299307,0.6690513146828195,B,93.54178357257808,3,0
U00084,-0.017888754825751117,1.7308368445525335,B,50.702579728065025,4,1
U00085,-0.7296344177171725,-0.9275610485756876,B,11.2728664882498,1,0
U00086,0.333205495933626,0.09446669942490758,B,15.35475592713701,2,0
U00087,-0.10846231167505843,0.0981658061774268,A,34.49254502026178,1,0
U00088,0.8991551344389352,-1.1890468732448687,B,1.2438122016243058,2,0
U00089,-0.8999891821753889,-0.5967866139191683,A,52.65238382910463,2,0
U00090,0.7959229565513765,0.14414469404893732,A,87.27232324815398,1,0
U00091,-0.002339925013873426,-0.17525858501881142,B,65.77319652514593,3,1
U00092,-0.5181752989731876,-0.11474928412767751,C,48.71337672147861,2,0
U00093,0.21385203534906327,0.842433147091819,C,74.93228404408897,4,0
U00094,-0.7762264510946878,0.33181647534273606,C,18.762515985248584,4,0
U00095,-0.5922542023227506,-1.3655435016393824,C,82.38493143386548,0,1
U00096,-0.5394679335172516,-0.34231975791119307,A,11.980701856351573,1,0
U00097,0.1777975464120456,1.868967915477421,B,6.4842685928111266,1,0
U00098,-0.11727864925705235,0.739219778856106,A,93.86923132292598,5,0
U00099,-2.131930101924645,-0.6210146099164847,B,7.846093342965499,3,0
U00100,1.4354372812131615,-0.5664996852705421,B,93.81738665946979,2,0
U00101,1.7269096158328359,-0.8847542247254112,B,5.381349021402693,7,0
U00102,-0.64106050892047,0.6190866388996114,A,49.6121842938716,6,0
U00103,0.8341308240388854,0.7909882830219283,C,55.97415830366601,2,1
U00104,0.5558488977468926,0.07980683749729886,A,78.92735790397082,2,0
U00105,-0.42779840043390416,-0.3221483448242076,A,64.25887991631227,3,0
U00106,-0.2059394302639929,0.657711238683576,C,61.482606589073875,3,0
U00107,1.069123987775948,-1.0919360280821475,B,96.07561906394172,8,1
U00108,-1.6090053908732582,0.520921019572108,A,54.14875722503554,1,0
U00109,0.8160483618599712,-0.012222609052841246,A,35.273314105188916,8,0
U00110,1.2468270029166368,0.6808692672015878,A,20.585059614157675,1,0
U00111,-0.6400583540417569,-1.7168647636919756,B,44.33822516247334,3,0
U00112,1.4716425185107733,0.8453460517743651,C,40.53734974929025,3,0
U00113,0.793352645899373,0.29520291669596843,C,88.22823775078909,4,0
U00114,1.0958723360953875,-0.28364210900339176,C,88.73044153698194,1,0
U00115,-0.0943249011930877,0.09477794284081434,A,89.70648295186282,5,0
U00116,-1.0352949165723313,-1.4286491711555027,C,88.73006733587854,3,0
U00117,-0.3764444125779277,0.056022635062676705,C,93.15125690529976,5,0
U00118,-2.2603400879423274,1.568529401224484,C,34.889967209594765,1,1
U00119,-0.8304274079550408,1.0131306186971643,C,63.68695314316649,4,0
U00120,0.6637894971030465,-0.08944889461989963,B,32.65119541793874,6,0
U00121,-0.8529263070997062,-0.5962131239583758,A,91.2792844315201,3,0
U00122,0.37938896414184353,-1.1260732632538777,A,17.09419598998927,3,1
U00123,2.0253367468093253,1.1687445620128518,A,53.404495156348375,1,0
U00124,-0.5384440609827457,-1.305926312852772,B,93.36192985502046,6,0
U00125,0.33116561803974115,-0.2767771938187724,B,73.19071428710414,4,0
U00126,-1.5438455727432312,0.1600018421199322,B,12.759589563539485,5,0
U00127,0.9385388995680746,-1.5161722685038366,C,5.695442351084079,4,0
U00128,0.9341156598350144,1.0760903020930042,B,35.321300396164624,4,0
U00129,-0.6554735019150536,0.35279558031176717,A,13.13689087428177,2,0
U00130,-0.9647395320978338,-0.13912819314404612,A,74.02315356296428,3,0
U00131,-0.4402125185283896,-1.4354164652209782,A,74.84929839994801,1,0
U00132,-1.2509033901731557,-0.018817878998573498,C,44.51773665110549,4,0
U00133,0.5437821584864471,-0.0036863746205091008,B,6.514628786516019,5,0
U00134,1.0509464929590917,0.9545010954681911,B,99.29387605872768,5,0
U00135,0.11796453221813046,2.0048485238108302,C,0.009768522464914664,3,0
U00136,-1.8088493105339696,-0.9761585113673913,C,86.21741521326415,3,0
U00137,1.59406554514235,-0.3913528968396059,A,96.1836856070081,3,0
U00138,0.4792592272334571,-0.05534287919956458,C,21.178096152335858,0,0
U00139,0.2314487358071263,-0.6208837932675336,C,86.3501882158952,2,0
U00140,-1.6116353609657745,0.09396180957058296,C,13.146034736142608,1,1
U00141,-0.11327233584575241,-0.9164216120805388,B,95.977518402178,8,1
U00142,0.04341590461376852,0.6202916422167012,C,21.383103839319173,6,0
U00143,0.10460116753862289,1.0880518025150354,B,55.43810752321872,4,0
U00144,0.5775685815821606,0.1782433557603017,A,9.266193630344155,2,0
U00145,-0.8435907621077562,-0.5639727286579516,C,91.01894953146076,5,0
U00146,-0.4853847453285463,-0.19756656243715032,A,0.7892917211688721,3,1
U00147,-0.7599433918055696,-1.0060601034008327,A,31.259873172819674,2,0
U00148,-0.22991764340406998,-0.15300416021045823,C,72.88489458001854,5,0
U00149,-1.8252325985010711,0.3211727026360514,B,44.43583812810573,5,1
U00150,0.9564557491284702,0.7341584767010595,B,18.530595145936722,2,0
U00151,0.47044199448152707,-0.6565286039405553,C,66.28090846332344,2,0
U00152,0.7554094831723387,-0.9505418800890624,A,41.92943917184665,1,0
U00153,-0.1623714596050405,1.1581893426661782,B,8.369165914612175,5,0
U00154,0.2833974904613897,0.2510348122402915,B,98.93051450213751,2,1
U00155,-0.49972795770115597,2.700981361268776,A,24.408333739198575,3,0
U00156,1.5708497084447808,0.11074199154835038,C,8.494119843965631,2,0
U00157,-1.25403028434583,1.5446530529315559,C,17.23052694823859,4,0
U00158,-1.3693092618217735,1.5980400596230786,C,78.40820376967568,2,0
U00159,-0.1351642594798684,-0.17202669074185817,A,74.71566151166932,0,0
U00160,0.16443797860981374,-1.0472017226767731,B,29.22731881942191,3,0
U00161,2.3463031781926973,0.43005035675674247,B,83.06767451076522,1,0
U00162,1.04680799533498,0.7106382637818919,A,90.31524388569491,4,0
U00163,0.5384741528527396,0.6825609940304963,A,33.575127283907094,3,0
U00164,-0.8818438712087864,-1.1200416645008782,C,27.091634895683526,2,0
U00165,-0.9797363230081843,-0.6472527004122257,B,69.35306784864173,1,1
U00166,-0.989456355622522,-1.098486942388892,A,81.4513339210023,1,0
U00167,0.7743348773317165,1.0130109422559765,A,55.87119379651484,4,1
U00168,0.9303367225741831,-1.2542380363945216,C,45.24480172847692,0,0
U00169,0.8766680600156262,0.48098473706895795,C,7.239912741712384,0,0
U00170,-0.9501624690198546,-1.2879212836257026,B,85.26004282533991,0,0
U00171,-1.4371628771111897,-0.34295538301351286,A,92.46359215766662,8,0
U00172,0.07764489511713031,-1.2618239471173358,C,13.561329704790525,4,0
U00173,0.4646192699211179,-0.8056910502331609,A,99.98024113747877,2,0
U00174,0.20293641009597238,-0.26893240001015634,A,91.1510229910538,3,0
U00175,0.7697862021498209,-0.4206293866345449,B,83.51595726759103,6,1
U00176,0.819541132024084,1.8277398191955143,B,8.796704444034075,1,0
U00177,1.250837475828153,-1.3156886896604616,A,38.36056002749696,3,0
U00178,0.7815370933906198,0.8759684164336002,A,9.016813063484308,0,0
U00179,-1.6204490624495036,0.841640987676881,B,49.95041123589834,2,1
U00180,-0.685149081846829,1.4443525463491942,A,29.908489621970034,2,1
